機体,機体名,ND,SD,BD,AI種類,発動技名,移動タイプ,移動速度(/10),移動慣性,移動目標タイプ,移動目標角度補正,視点タイプ,視点角度補正,ジャンプタイプ,上昇処理用変数1,上昇処理用変数2,汎用フラグ,攻撃確率補正,type,short1,int1,int2,発動確率,発動確率（反撃時）,int5,発動範囲Min,発動範囲Max,角度範囲Min,角度範囲Max,発動高度Min,発動高度Max,発動耐久力Min(%),発動耐久力Max(%),int14,int15,発動熱量Min,発動熱量Max,int18,int19,int20,int21,int22,int23,int24,int25,int26,short2,int27,int28,short3,short4
Zako124a,ブラックルース,3,8,8,通常,マグナムヘッド,3,0,0,0,110,1,0,1,-999,-999,15,100,2,2,8,5,1000,0,100,100,250,-30,200,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,8255,4351,1,133056,0,0,0
Zako124a,ブラックルース,3,8,8,通常,クラッシュバレル,3,0,0,0,110,1,0,1,-999,-999,15,100,2,2,8,6,50,0,100,150,300,-30,100,-999,-999,-999,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,8255,511,1,133056,0,0,0
Zako124a,ブラックルース,3,8,8,通常,タックル,3,0,0,0,110,1,0,1,-999,-999,15,100,2,2,8,0,100,1000,100,0,200,-30,50,-999,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,8255,255,1,133056,0,0,3
Zako124a,ブラックルース,3,8,8,通常,スナイパーライフル,3,0,0,0,110,1,0,1,-999,-999,15,100,2,2,8,0,200,0,100,700,-999,-30,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,8255,255,4,133056,0,0,0
Zako124a,ブラックルース,3,8,8,通常,乱射撃,3,0,0,0,110,1,0,1,-999,-999,15,100,2,2,8,6,100,0,10000,600,-999,-30,30,-999,-999,-999,-999,-999,-999,50,-999,-999,-999,-999,60,-999,-999,-999,8255,255,4,133056,0,0,0
Zako124a,ブラックルース,3,8,8,通常,バリアボム,3,0,0,0,110,1,0,1,-999,-999,15,100,2,2,8,0,75,0,100,250,500,-999,150,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,8255,255,4,133056,0,0,0
Zako124a,ブラックルース,3,8,8,通常,バリアボム,3,0,0,0,110,1,0,1,-999,-999,15,100,2,2,8,0,25,0,100,500,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,8255,255,4,395200,0,0,0
Zako124a,ブラックルース,3,8,8,通常,地雷,3,0,0,0,110,1,0,1,-999,-999,15,100,2,2,8,0,25,0,100,300,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,8255,255,0,133056,0,0,0
Zako124a,ブラックルース,3,8,8,通常,地雷,3,0,0,0,110,1,0,1,-999,-999,15,100,2,2,8,0,1000,0,100,0,50,-999,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,12351,255,0,133056,0,0,0
Zako124a,ブラックルース,3,8,8,通常,地雷,2,0,0,0,0,0,0,1,-999,-999,15,100,1,1,8,0,1000,0,100,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,300,-999,-999,-999,-999,-999,-999,63,0,2,1984,0,1,0
