名,機体名,ND,SD,BD,AI種類,AI行為種類,発動技名,移動タイプ,移動速度(/10),移動慣性,移動目標タイプ,移動目標角度補正,視点タイプ,視点角度補正,ジャンプタイプ,上昇処理用変数1,上昇処理用変数2,汎用フラグ,攻撃確率補正,type,short1,int1,int2,発動確率,発動確率（反撃時）,int5,発動範囲Min,発動範囲Max,角度範囲Min,角度範囲Max,発動高度Min,発動高度Max,発動耐久力Min(%),発動耐久力Max(%),int14,int15,発動熱量Min,発動熱量Max,int18,int19,int20,int21,int22,int23,int24,int25,int26,short2,int27,int28,short3,short4
Muramasa,村正,7,20,12,通常,攻撃系,迅雷,,,,,,,,,,,,,2,2,8,0,300,0,100,0,100,30,100,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,30,無制限,無制限,無制限,無制限,無制限,無制限,8239,255,1,133056,0,0,0
Muramasa,村正,7,20,12,通常,攻撃系,雪颪,,,,,,,,,,,,,2,2,8,0,50,0,100,0,100,-100,30,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,8255,255,1,395200,0,0,0
Muramasa,村正,7,20,12,通常,攻撃系,打潮,,,,,,,,,,,,,2,2,8,0,50,0,100,0,100,無制限,30,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,8239,511,1,395200,0,0,0
Muramasa,村正,7,20,12,通常,攻撃系,打潮,,,,,,,,,,,,,2,2,8,0,300,0,100,0,100,無制限,30,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,10287,768,1,395200,0,0,0
Muramasa,村正,7,20,12,通常,攻撃系,虎徹,,,,,,,,,,,,,2,2,8,0,100,0,100,0,300,0,30,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,35,無制限,無制限,無制限,無制限,無制限,無制限,8239,255,1,133056,0,0,0
Muramasa,村正,7,20,12,通常,攻撃系,比翼,,,,,,,,,,,,,2,2,8,0,20,1000,100,0,400,無制限,50,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,8239,255,1,395200,0,0,3
Muramasa,村正,7,20,12,通常,攻撃系,違の形,,,,,,,,,,,,,2,2,8,6,0,5000,100,0,500,-100,100,無制限,無制限,無制限,50,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,8255,255,1,395200,0,0,3
Muramasa,村正,7,20,12,通常,攻撃系,膝蹴,,,,,,,,,,,,,2,2,8,0,400,0,100,0,150,0,100,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,8231,255,1,395200,0,0,0
Muramasa,村正,7,20,12,通常,攻撃系,膝蹴,,,,,,,,,,,,,2,2,8,0,1000,0,100,200,300,0,75,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,8208,255,1,395200,0,0,0
Muramasa,村正,7,20,12,通常,攻撃系,臥竜,,,,,,,,,,,,,2,2,8,0,300,0,100,0,125,200,500,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,90,無制限,無制限,無制限,無制限,無制限,無制限,8239,255,1,395200,0,0,0
Muramasa,村正,7,20,12,通常,攻撃系,磁気加速,,,,,,,,,,,,,2,2,8,0,200,0,100,100,200,100,250,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,8239,255,1,395200,0,0,0
Muramasa,村正,7,20,12,通常,攻撃系,磁気加速,,,,,,,,,,,,,2,2,8,0,200,0,100,200,300,300,400,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,8239,255,1,395200,0,0,0
Muramasa,村正,7,20,12,通常,攻撃系,磁気加速,,,,,,,,,,,,,2,2,8,0,500,0,100,200,400,300,450,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,8239,192,1,395200,0,0,0
Muramasa,村正,7,20,12,通常,攻撃系,辰気加速,,,,,,,,,,,,,2,2,8,5,100,0,100,200,600,-30,50,無制限,無制限,無制限,75,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,8239,255,1,395200,0,0,0
Muramasa,村正,7,20,12,通常,攻撃系,辰気加速,,,,,,,,,,,,,2,2,8,5,500,0,100,200,600,-30,50,無制限,無制限,無制限,75,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,8239,192,1,395200,0,0,0
Muramasa,村正,7,20,12,通常,攻撃系,昇竜,,,,,,,,,,,,,2,2,8,0,100,0,100,0,300,0,150,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,40,無制限,無制限,100,無制限,無制限,無制限,8255,511,1,133056,0,0,0
Muramasa,村正,7,20,12,通常,攻撃系,昇竜,,,,,,,,,,,,,2,2,8,0,300,0,100,100,300,0,150,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,40,無制限,無制限,100,無制限,無制限,無制限,8255,384,1,133056,0,0,0
Muramasa,村正,7,20,12,通常,攻撃系,昇竜,,,,,,,,,,,,,2,2,8,0,750,0,100,100,400,0,150,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,40,無制限,無制限,100,無制限,無制限,無制限,8208,511,1,133056,0,0,0
Muramasa,村正,7,20,12,通常,攻撃系,眩惑の剣,,,,,,,,,,,,,2,2,8,0,100,0,100,0,100,0,100,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,40,無制限,無制限,無制限,無制限,無制限,無制限,8239,255,1,395200,0,0,0
Muramasa,村正,7,20,12,通常,攻撃系,眩惑の剣,,,,,,,,,,,,,2,2,8,0,100,0,100,200,400,-50,150,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,40,無制限,無制限,無制限,無制限,無制限,無制限,8239,255,1,395200,0,0,0
Muramasa,村正,7,20,12,通常,攻撃系,眩惑の剣,,,,,,,,,,,,,2,2,8,0,0,1000,100,100,400,-100,100,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,8239,255,1,395200,0,0,15
Muramasa,村正,7,20,12,通常,攻撃系,双輪懸,,,,,,,,,,,,,2,2,8,5,500,0,100,0,300,0,200,無制限,無制限,無制限,無制限,無制限,無制限,40,無制限,100,無制限,無制限,無制限,無制限,無制限,無制限,8255,255,1,133056,0,0,0
Muramasa,村正,7,20,12,通常,攻撃系,月片,,,,,,,,,,,,,2,2,8,0,200,0,100,150,250,0,150,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,8239,255,1,395200,0,0,0
Muramasa,村正,7,20,12,通常,攻撃系,月片,,,,,,,,,,,,,2,2,8,0,100,0,100,300,500,-150,150,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,8239,255,1,395200,0,0,0
Muramasa,村正,7,20,12,通常,攻撃系,磁装・正極,,,,,,,,,,,,,2,2,8,0,400,0,100,250,500,-100,100,無制限,無制限,無制限,99,無制限,75,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,8239,255,1,395200,0,0,0
Muramasa,村正,7,20,12,通常,攻撃系,磁装・負極,,,,,,,,,,,,,2,2,8,0,500,0,100,0,300,-200,200,無制限,無制限,無制限,無制限,75,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,8239,255,1,395200,0,0,0
Muramasa,村正,7,20,12,通常,攻撃系,飛蝗,,,,,,,,,,,,,2,2,8,0,50,0,100,300,800,-30,30,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,8239,255,4,395200,0,0,0
Muramasa,村正,7,20,12,通常,攻撃系,鋼糸連擲・貫,,,,,,,,,,,,,2,2,8,0,50,0,100,400,1000,0,30,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,8239,255,4,395200,0,0,0
Muramasa,村正,7,20,12,通常,攻撃系,鋼糸散擲・壊,,,,,,,,,,,,,2,2,8,0,100,0,100,0,150,-30,30,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,8239,255,4,395200,0,0,0
Muramasa,村正,7,20,12,通常,攻撃系,鋼糸散擲・壊,,,,,,,,,,,,,2,2,8,0,50,0,100,300,600,-30,30,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,8239,255,4,395200,0,0,0
Muramasa,村正,7,20,12,通常,攻撃系,鋼糸追擲・襲,,,,,,,,,,,,,2,2,8,0,300,0,100,400,無制限,無制限,無制限,無制限,無制限,無制限,無制限,50,無制限,20,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,8239,255,4,395200,0,0,0
Muramasa,村正,7,20,12,通常,攻撃系,電磁撃刀・威,,,,,,,,,,,,,2,2,8,0,200,0,100,100,300,100,200,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,28735,255,1,133056,0,0,0
Muramasa,村正,7,20,12,通常,攻撃系,電磁抜刀・禍,,,,,,,,,,,,,2,2,8,0,100,0,100,0,400,-30,30,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,24639,255,1,133056,0,0,0
Muramasa,村正,7,20,12,通常,攻撃系,電磁擲刀・呪,,,,,,,,,,,,,2,2,8,0,50,0,100,500,無制限,-30,30,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,24639,255,1,395200,0,0,0
Muramasa,村正,7,20,12,通常,攻撃系,電磁擲刀・呪,,,,,,,,,,,,,2,2,8,0,200,0,100,100,500,-30,30,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,24639,192,1,395200,0,0,0
Muramasa,村正,7,20,12,通常,攻撃系,電磁抜刀・穿,,,,,,,,,,,,,2,2,8,0,200,0,100,500,1300,-30,30,無制限,無制限,無制限,60,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,24639,255,1,395200,0,0,0
Muramasa,村正,7,20,12,通常,攻撃系,無想の境地,,,,,,,,,,,,,2,2,8,0,5,0,100,500,無制限,無制限,無制限,無制限,無制限,無制限,80,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,24639,255,0,395200,0,0,0
