名,機体名,ND,SD,BD,AI種類,AI行為種類,発動技名,移動タイプ,移動速度(/10),移動慣性,移動目標タイプ,移動目標角度補正,視点タイプ,視点角度補正,ジャンプタイプ,上昇処理用変数1,上昇処理用変数2,汎用フラグ,攻撃確率補正,type,short1,int1,int2,発動確率,発動確率（反撃時）,int5,発動範囲Min,発動範囲Max,角度範囲Min,角度範囲Max,発動高度Min,発動高度Max,発動耐久力Min(%),発動耐久力Max(%),int14,int15,発動熱量Min,発動熱量Max,int18,int19,int20,int21,int22,int23,int24,int25,int26,short2,int27,int28,short3,short4
Gregory,バプティゼイン,5,10,8,弱体化,移動系,,3,0,0,0,60,1,0,1,無制限,無制限,15,50,1,1,8,0,100,0,100,800,無制限,無制限,無制限,無制限,無制限,無制限,60,無制限,無制限,無制限,無制限,100,無制限,600,無制限,無制限,無制限,無制限,135231,255,0,1984,0,0,0
Gregory,バプティゼイン,5,10,8,弱体化,移動系,,3,0,0,0,180,1,0,1,無制限,無制限,15,50,1,1,8,0,300,0,100,無制限,300,無制限,無制限,無制限,無制限,無制限,60,無制限,無制限,無制限,無制限,100,600,無制限,無制限,無制限,無制限,無制限,131135,255,0,1984,0,0,0
Gregory,バプティゼイン,5,10,8,弱体化,移動系,,3,0,0,0,110,1,0,1,無制限,無制限,15,25,1,1,8,0,300,0,100,無制限,600,無制限,無制限,無制限,無制限,無制限,60,無制限,無制限,無制限,無制限,100,無制限,無制限,無制限,無制限,無制限,無制限,131135,255,0,1984,0,0,0
Gregory,バプティゼイン,5,10,8,弱体化,移動系,,4,0,0,0,0,1,0,1,無制限,無制限,15,200,1,1,8,0,300,0,100,200,1000,-100,200,無制限,45,25,60,無制限,無制限,無制限,無制限,100,無制限,150,無制限,無制限,45,無制限,139327,50175,1,575424,63,0,0
Gregory,バプティゼイン,5,10,8,弱体化,攻撃系,マリゲニー,,,,,,,,,,,,,2,2,8,0,25,0,100,0,100,-30,100,無制限,無制限,無制限,無制限,無制限,無制限,25,無制限,150,無制限,無制限,無制限,無制限,無制限,無制限,8255,960,1,133056,0,0,0
Gregory,バプティゼイン,5,10,8,弱体化,攻撃系,クリミナトレス,,,,,,,,,,,,,2,2,8,0,25,0,100,0,150,-30,30,無制限,無制限,無制限,無制限,無制限,50,無制限,無制限,100,無制限,無制限,無制限,無制限,無制限,無制限,8255,255,1,133056,0,0,0
Gregory,バプティゼイン,5,10,8,弱体化,攻撃系,フリアエ,,,,,,,,,,,,,2,2,8,0,30,0,100,100,500,100,500,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,8255,255,1,395200,0,0,0
Gregory,バプティゼイン,5,10,8,弱体化,攻撃系,ポテスタテス,,,,,,,,,,,,,2,2,8,0,25,0,100,0,400,-300,300,無制限,90,無制限,60,無制限,無制限,無制限,無制限,50,無制限,無制限,無制限,無制限,無制限,無制限,8255,255,1,133056,0,0,0
Gregory,バプティゼイン,5,10,8,弱体化,攻撃系,スケロルム,,,,,,,,,,,,,2,2,8,0,6,0,100,0,無制限,無制限,200,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,8255,255,0,395200,0,0,0
Gregory,バプティゼイン,5,10,8,弱体化,攻撃系,ギアトレス,,,,,,,,,,,,,2,2,8,0,6,0,100,200,500,-200,30,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,100,無制限,無制限,無制限,無制限,無制限,無制限,8255,511,1,133056,0,0,0
Gregory,バプティゼイン,5,10,8,弱体化,攻撃系,プセウドテイ,,,,,,,,,,,,,2,2,8,0,6,0,100,300,700,0,100,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,8255,255,1,133056,0,0,0
Gregory,バプティゼイン,5,10,8,弱体化,攻撃系,イニクィタティス,,,,,,,,,,,,,2,2,8,0,25,0,100,0,200,-30,100,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,8255,255,4,395200,0,0,0
Gregory,バプティゼイン,5,10,8,弱体化,攻撃系,メンダキオルム,,,,,,,,,,,,,2,2,8,0,12,0,100,300,1000,-300,300,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,8239,255,4,395200,0,0,0
Gregory,バプティゼイン,5,10,8,弱体化,攻撃系,マレフィキ,,,,,,,,,,,,,2,2,8,0,12,0,100,300,1500,-30,30,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,8255,255,4,395200,0,0,0
Gregory,バプティゼイン,5,10,8,弱体化,攻撃系,アポスタタエ,,,,,,,,,,,,,2,2,8,0,50,0,100,150,400,-30,30,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,100,無制限,無制限,無制限,無制限,無制限,無制限,8239,1023,4,133056,0,0,0
Gregory,バプティゼイン,5,10,8,弱体化,攻撃系,インフィデレス,,,,,,,,,,,,,2,2,8,0,25,0,100,400,1200,無制限,無制限,無制限,30,無制限,無制限,無制限,10,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,8255,1023,4,395200,0,0,0
Gregory,バプティゼイン,5,10,8,弱体化,攻撃系,オウルオボロス,,,,,,,,,,,,,2,2,8,0,50,0,100,300,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,8239,1087,4,395200,0,0,0
Gregory,バプティゼイン,5,10,8,弱体化,攻撃系,悪しき誘惑者,,,,,,,,,,,,,2,2,8,0,250,0,100,0,50,50,300,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,400,無制限,無制限,無制限,無制限,無制限,無制限,8255,255,1,133056,0,0,0
Gregory,バプティゼイン,5,10,8,弱体化,攻撃系,罪の復讐者,,,,,,,,,,,,,2,2,8,0,3,0,100,0,無制限,無制限,300,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,120,無制限,無制限,無制限,無制限,無制限,無制限,8255,511,0,133056,0,0,0
Gregory,バプティゼイン,5,10,8,弱体化,攻撃系,尾を食む蛇,,,,,,,,,,,,,2,2,8,0,75,0,100,300,1000,無制限,300,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,8255,448,0,133056,0,0,0
Gregory,バプティゼイン,5,10,8,弱体化,攻撃系,嘘の霊,,,,,,,,,,,,,2,2,8,6,1,0,100,0,無制限,無制限,無制限,無制限,無制限,無制限,50,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,無制限,8255,255,4,133056,0,0,0
